cultivo_nombre,anio,campania,provincia_nombre,provincia_id,departamento_nombre,departamento_id,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,rendimiento_kgxha,humedad_suelo,temperatura_cosecha,proteinas,aceite
soja,1959,1959/1960,Misiones,54,CainguÃ¡s,54014.0,30,27,27,1000,37.45,17.0,32.04,20.26
soja,1959,1959/1960,Misiones,54,Candelaria,54021.0,115,105,94,895,21.1,27.1,35.38,22.64
soja,1959,1959/1960,Misiones,54,ConcepciÃ³n,54035.0,12,10,9,900,10.46,28.6,42.97,21.48
soja,1959,1959/1960,Misiones,54,El Dorado,54042.0,50,45,45,1000,37.85,27.9,42.82,20.41
soja,1959,1959/1960,Misiones,54,GuaranÃ­,54056.0,30,27,27,1000,22.85,32.2,38.23,21.82
soja,1959,1959/1960,Misiones,54,IguazÃº,54063.0,55,50,50,1000,39.0,24.7,38.64,22.4
soja,1959,1959/1960,Misiones,54,Leandro N. Alem,54070.0,130,117,117,1000,38.91,17.7,35.98,18.14
soja,1959,1959/1960,Misiones,54,Libertador General San MartÃ­n,54077.0,30,27,27,1000,35.59,20.8,34.92,18.54
soja,1959,1959/1960,Misiones,54,Montecarlo,54084.0,83,75,75,1000,18.83,28.2,41.78,18.57
soja,1959,1959/1960,Misiones,54,OberÃ¡,54091.0,120,108,108,1000,21.55,27.3,33.28,19.39
soja,1959,1959/1960,Misiones,54,San Ignacio,54098.0,100,90,90,1000,35.53,25.6,37.85,20.56
soja,1959,1959/1960,Misiones,54,San Javier,54105.0,165,150,135,900,19.51,28.7,39.61,22.82
soja,1959,1959/1960,Misiones,54,San Pedro,54112.0,7,6,6,1000,15.08,27.7,33.24,20.11
soja,1960,1960/1961,Misiones,54,ApÃ³stoles,54007.0,20,19,18,947,26.7,32.6,38.24,18.1
soja,1960,1960/1961,Misiones,54,CainguÃ¡s,54014.0,33,32,32,1000,38.08,26.7,38.93,20.9
soja,1960,1960/1961,Misiones,54,Candelaria,54021.0,120,114,102,895,30.88,30.6,40.91,23.98
soja,1960,1960/1961,Misiones,54,ConcepciÃ³n,54035.0,12,11,10,909,27.1,20.0,34.82,20.09
soja,1960,1960/1961,Misiones,54,El Dorado,54042.0,55,54,54,1000,12.92,28.6,35.52,23.77
soja,1960,1960/1961,Misiones,54,GuaranÃ­,54056.0,33,32,32,1000,28.45,33.0,38.83,18.61
soja,1960,1960/1961,Misiones,54,IguazÃº,54063.0,60,59,59,1000,39.7,22.7,43.8,19.04
soja,1960,1960/1961,Misiones,54,Leandro N. Alem,54070.0,135,128,128,1000,14.2,30.6,34.61,22.34
soja,1960,1960/1961,Misiones,54,Libertador General San MartÃ­n,54077.0,33,32,32,1000,25.55,29.5,43.83,21.01
soja,1960,1960/1961,Misiones,54,Montecarlo,54084.0,91,89,89,1000,36.32,16.2,40.57,22.59
soja,1960,1960/1961,Misiones,54,OberÃ¡,54091.0,134,132,132,1000,32.22,26.6,41.91,23.18
soja,1960,1960/1961,Misiones,54,San Ignacio,54098.0,110,108,108,1000,30.91,17.6,33.08,19.51
soja,1960,1960/1961,Misiones,54,San Javier,54105.0,170,162,153,944,31.07,34.3,35.61,22.1
soja,1960,1960/1961,Misiones,54,San Pedro,54112.0,8,8,8,1000,20.78,31.2,32.69,21.65
soja,1961,1961/1962,Buenos Aires,6,San NicolÃ¡s,6763.0,73,65,62,954,18.81,17.2,36.46,23.17
soja,1961,1961/1962,CÃ³rdoba,14,General San MartÃ­n,14042.0,450,300,390,1300,34.28,17.4,43.78,20.58
soja,1961,1961/1962,CÃ³rdoba,14,JuÃ¡rez Celman,14056.0,420,420,505,1202,34.3,26.9,33.26,18.31
soja,1961,1961/1962,CÃ³rdoba,14,Marcos JuÃ¡rez,14063.0,50,20,20,1000,36.01,21.9,38.75,21.45
soja,1961,1961/1962,CÃ³rdoba,14,RÃ­o Cuarto,14098.0,2000,2000,2600,1300,37.4,15.7,32.07,23.75
soja,1961,1961/1962,CÃ³rdoba,14,Tercero Arriba,14161.0,500,405,285,704,25.34,25.8,40.55,18.09
soja,1961,1961/1962,Corrientes,18,Goya,18070.0,12,7,6,857,25.05,22.8,34.37,19.44
soja,1961,1961/1962,Misiones,54,ApÃ³stoles,54007.0,18,17,17,1000,33.95,17.0,33.56,19.9
soja,1961,1961/1962,Misiones,54,CainguÃ¡s,54014.0,33,32,32,1000,29.5,31.0,36.04,22.6
soja,1961,1961/1962,Misiones,54,Candelaria,54021.0,110,105,105,1000,31.06,33.3,41.25,19.94
soja,1961,1961/1962,Misiones,54,ConcepciÃ³n,54035.0,10,9,9,1000,33.87,30.1,33.28,19.43
soja,1961,1961/1962,Misiones,54,El Dorado,54042.0,55,54,54,1000,36.7,31.4,34.76,21.89
soja,1961,1961/1962,Misiones,54,GuaranÃ­,54056.0,33,32,32,1000,20.14,19.3,32.1,18.28
soja,1961,1961/1962,Misiones,54,IguazÃº,54063.0,60,59,59,1000,21.27,20.3,43.62,19.02
soja,1961,1961/1962,Misiones,54,Leandro N. Alem,54070.0,130,125,125,1000,12.82,19.2,39.11,20.45
soja,1961,1961/1962,Misiones,54,Libertador General San MartÃ­n,54077.0,33,32,32,1000,27.35,30.3,40.64,20.13
soja,1961,1961/1962,Misiones,54,Montecarlo,54084.0,91,89,89,1000,11.08,34.0,39.82,20.08
soja,1961,1961/1962,Misiones,54,OberÃ¡,54091.0,134,132,132,1000,23.97,29.3,33.73,18.65
soja,1961,1961/1962,Misiones,54,San Ignacio,54098.0,110,108,108,1000,26.28,32.6,39.14,20.17
soja,1961,1961/1962,Misiones,54,San Javier,54105.0,160,155,155,1000,18.6,27.8,33.58,22.79
soja,1961,1961/1962,Misiones,54,San Pedro,54112.0,8,8,8,1000,27.72,22.8,36.81,20.48
soja,1961,1961/1962,Salta,66,MetÃ¡n,66112.0,8,4,1,250,10.92,23.5,38.83,21.52
soja,1961,1961/1962,San Luis,74,Chacabuco,74028.0,21,16,19,1188,11.12,16.5,38.71,18.98
soja,1961,1961/1962,San Luis,74,General Pedernera,74035.0,36,31,34,1097,34.68,15.6,33.43,18.42
soja,1961,1961/1962,Santa Fe,82,Caseros,82014.0,300,262,287,1095,20.81,28.9,32.41,23.28
soja,1961,1961/1962,Santa Fe,82,ConstituciÃ³n,82028.0,799,767,800,1043,13.81,23.8,41.58,19.99
soja,1961,1961/1962,Santa Fe,82,General LÃ³pez,82042.0,50,48,54,1125,25.67,26.0,40.71,20.1
soja,1961,1961/1962,Santa Fe,82,Iriondo,82056.0,100,77,80,1039,33.1,26.2,32.98,23.27
soja,1961,1961/1962,Santa Fe,82,Rosario,82084.0,2339,2265,2405,1062,16.47,20.5,33.53,22.25
soja,1961,1961/1962,Santa Fe,82,San CristÃ³bal,82091.0,220,195,210,1077,28.69,24.5,42.71,22.54
soja,1961,1961/1962,Santa Fe,82,San Javier,82098.0,2,0,0,0,12.56,24.4,41.23,22.09
soja,1961,1961/1962,Santa Fe,82,San JerÃ³nimo,82105.0,80,71,82,1155,11.55,22.8,43.95,18.63
soja,1961,1961/1962,Santa Fe,82,San Lorenzo,82119.0,40,38,50,1316,25.94,31.4,35.05,23.75
soja,1961,1961/1962,Santa Fe,82,Vera,82133.0,20,20,22,1100,26.22,24.0,37.85,23.45
soja,1961,1961/1962,Santiago del Estero,86,La Banda,86035.0,70,67,51,761,29.12,27.1,34.84,19.42
soja,1961,1961/1962,Santiago del Estero,86,Belgrano,86042.0,185,162,130,802,31.78,32.9,39.47,22.82
soja,1961,1961/1962,TucumÃ¡n,90,BurruyacÃº,90007.0,1500,1450,2170,1497,39.28,32.3,33.38,20.46
soja,1962,1962/1963,Buenos Aires,6,Bartolome Mitre,6077.0,500,480,576,1200,25.49,32.8,33.53,22.1
soja,1962,1962/1963,Buenos Aires,6,CapitÃ¡n Sarmiento,6140.0,200,190,228,1200,19.69,20.4,32.86,18.99
soja,1962,1962/1963,Buenos Aires,6,ColÃ³n,6175.0,600,580,696,1200,33.86,15.7,40.32,21.23
soja,1962,1962/1963,Buenos Aires,6,Pergamino,6623.0,1500,1450,1740,1200,18.12,20.2,37.93,18.76
soja,1962,1962/1963,Buenos Aires,6,Rojas,6686.0,500,480,576,1200,23.17,20.6,39.41,21.22
soja,1962,1962/1963,Buenos Aires,6,Salto,6714.0,700,670,804,1200,12.35,33.2,42.55,19.46
soja,1962,1962/1963,CÃ³rdoba,14,General San MartÃ­n,14042.0,50,50,65,1300,10.76,28.0,40.88,20.71
soja,1962,1962/1963,CÃ³rdoba,14,RÃ­o Segundo,14119.0,750,750,975,1300,38.88,16.6,37.54,22.01
soja,1962,1962/1963,CÃ³rdoba,14,Tercero Arriba,14161.0,15,15,13,867,35.08,17.7,43.81,23.26
soja,1962,1962/1963,Entre RÃ­os,30,ColÃ³n,30008.0,120,60,24,400,30.88,18.1,37.48,18.99
soja,1962,1962/1963,Entre RÃ­os,30,Concordia,30015.0,150,70,25,357,22.27,27.6,33.35,23.36
soja,1962,1962/1963,Entre RÃ­os,30,FederaciÃ³n,30028.0,70,30,11,367,15.2,29.7,43.91,20.34
soja,1962,1962/1963,Entre RÃ­os,30,Gualeguay,30049.0,160,90,35,389,14.69,32.2,32.27,23.06
soja,1962,1962/1963,Entre RÃ­os,30,GualeguaychÃº,30056.0,200,110,39,355,17.51,33.8,38.6,21.08
soja,1962,1962/1963,Entre RÃ­os,30,Uruguay,30098.0,80,40,15,375,26.48,19.0,35.71,23.17
soja,1962,1962/1963,Entre RÃ­os,30,Villaguay,30113.0,120,50,18,360,31.44,21.2,38.04,21.98
soja,1962,1962/1963,Misiones,54,ApÃ³stoles,54007.0,20,17,14,824,29.81,19.8,38.7,21.05
soja,1962,1962/1963,Misiones,54,CainguÃ¡s,54014.0,40,40,40,1000,18.4,22.2,34.88,19.88
soja,1962,1962/1963,Misiones,54,Candelaria,54021.0,120,102,87,853,38.65,33.3,38.68,23.81
soja,1962,1962/1963,Misiones,54,ConcepciÃ³n,54035.0,10,8,7,875,32.14,26.5,41.07,22.81
soja,1962,1962/1963,Misiones,54,El Dorado,54042.0,60,60,60,1000,26.63,29.8,35.2,20.29
soja,1962,1962/1963,Misiones,54,GuaranÃ­,54056.0,40,40,40,1000,28.35,24.8,36.6,19.0
soja,1962,1962/1963,Misiones,54,IguazÃº,54063.0,60,60,60,1000,22.59,15.6,35.22,22.68
soja,1962,1962/1963,Misiones,54,Leandro N. Alem,54070.0,140,120,108,900,17.43,16.3,41.85,23.94
soja,1962,1962/1963,Misiones,54,Libertador General San MartÃ­n,54077.0,40,40,40,1000,20.68,25.8,40.7,19.67
soja,1962,1962/1963,Misiones,54,Montecarlo,54084.0,100,99,99,1000,32.74,29.4,42.45,23.5
soja,1962,1962/1963,Misiones,54,OberÃ¡,54091.0,150,148,148,1000,10.43,19.3,34.04,18.75
soja,1962,1962/1963,Misiones,54,San Ignacio,54098.0,120,118,118,1000,13.48,29.4,32.88,23.71
soja,1962,1962/1963,Misiones,54,San Javier,54105.0,170,145,130,897,11.38,31.2,33.43,22.47
soja,1962,1962/1963,Misiones,54,San Pedro,54112.0,10,10,10,1000,11.22,23.2,33.93,20.08
soja,1962,1962/1963,Misiones,54,25 de Mayo,54119.0,20,20,20,1000,35.66,29.9,38.4,19.83
soja,1962,1962/1963,Santa Fe,82,Belgrano,82007.0,400,300,162,540,31.11,23.1,43.65,21.86
soja,1962,1962/1963,Santa Fe,82,Caseros,82014.0,1400,1300,1170,900,24.23,28.6,36.29,21.56
soja,1962,1962/1963,Santa Fe,82,Castellanos,82021.0,20,15,13,867,12.94,30.3,43.5,23.51
soja,1962,1962/1963,Santa Fe,82,ConstituciÃ³n,82028.0,3500,3200,2944,920,24.75,34.8,32.46,22.6
soja,1962,1962/1963,Santa Fe,82,General LÃ³pez,82042.0,600,550,495,900,24.2,21.9,43.12,21.24
soja,1962,1962/1963,Santa Fe,82,General Obligado,82049.0,85,35,28,800,15.2,23.2,34.17,23.57
soja,1962,1962/1963,Santa Fe,82,Iriondo,82056.0,900,800,528,660,23.02,18.3,42.95,21.56
soja,1962,1962/1963,Santa Fe,82,Rosario,82084.0,5000,4850,4365,900,21.96,19.1,32.67,23.1
soja,1962,1962/1963,Santa Fe,82,San Javier,82098.0,100,50,40,800,28.48,28.9,43.38,23.05
soja,1962,1962/1963,Santa Fe,82,San JerÃ³nimo,82105.0,300,250,237,948,29.05,33.3,34.41,23.52
soja,1962,1962/1963,Santa Fe,82,San Lorenzo,82119.0,500,450,382,849,11.36,22.9,35.63,18.41
soja,1962,1962/1963,Santa Fe,82,San MartÃ­n,82126.0,30,20,17,850,21.24,18.6,37.89,21.5
soja,1962,1962/1963,Santa Fe,82,Vera,82133.0,60,40,28,700,28.78,20.7,36.57,20.81
soja,1962,1962/1963,TucumÃ¡n,90,BurruyacÃº,90007.0,1400,1300,1690,1300,25.09,24.1,40.01,20.94
soja,1963,1963/1964,Buenos Aires,6,Bartolome Mitre,6077.0,550,500,576,1152,35.69,20.8,43.7,20.76
soja,1963,1963/1964,Buenos Aires,6,CapitÃ¡n Sarmiento,6140.0,300,300,360,1200,29.76,19.7,39.28,23.02
soja,1963,1963/1964,Buenos Aires,6,ColÃ³n,6175.0,800,780,975,1250,14.89,29.7,40.66,19.91
soja,1963,1963/1964,Buenos Aires,6,Pergamino,6623.0,3000,2940,3822,1300,12.12,15.2,33.06,20.78
soja,1963,1963/1964,Buenos Aires,6,Rojas,6686.0,600,590,737,1249,29.27,25.8,39.53,19.2
soja,1963,1963/1964,Buenos Aires,6,Salto,6714.0,800,770,930,1208,10.8,30.9,37.45,19.51
soja,1963,1963/1964,CÃ³rdoba,14,RÃ­o Segundo,14119.0,750,750,900,1200,27.57,20.3,42.63,21.96
soja,1963,1963/1964,Entre RÃ­os,30,Concordia,30015.0,20,15,10,667,38.21,27.1,36.66,18.7
soja,1963,1963/1964,Mendoza,50,San Carlos,50091.0,20,20,30,1500,27.26,28.4,40.15,19.13
soja,1963,1963/1964,Misiones,54,ApÃ³stoles,54007.0,20,16,16,1000,21.65,28.1,34.74,21.17
soja,1963,1963/1964,Misiones,54,CainguÃ¡s,54014.0,50,25,20,800,29.3,23.9,35.11,18.26
soja,1963,1963/1964,Misiones,54,Candelaria,54021.0,140,112,95,848,23.75,21.9,36.51,18.76
soja,1963,1963/1964,Misiones,54,ConcepciÃ³n,54035.0,12,10,10,1000,26.37,31.7,35.65,23.18
soja,1963,1963/1964,Misiones,54,El Dorado,54042.0,65,35,30,857,38.24,30.2,35.05,23.08
soja,1963,1963/1964,Misiones,54,General Belgrano,54049.0,5,5,4,800,21.58,21.4,32.6,20.09
soja,1963,1963/1964,Misiones,54,GuaranÃ­,54056.0,60,30,25,833,38.84,17.1,42.04,20.09
soja,1963,1963/1964,Misiones,54,IguazÃº,54063.0,60,30,25,833,37.16,16.4,32.77,23.62
soja,1963,1963/1964,Misiones,54,Leandro N. Alem,54070.0,180,144,129,896,15.87,16.9,42.65,18.16
soja,1963,1963/1964,Misiones,54,Libertador General San MartÃ­n,54077.0,50,25,20,800,12.08,26.7,33.51,21.48
soja,1963,1963/1964,Misiones,54,Montecarlo,54084.0,120,60,50,833,13.02,16.0,32.78,21.58
soja,1963,1963/1964,Misiones,54,OberÃ¡,54091.0,163,82,70,854,10.55,21.7,38.76,22.73
soja,1963,1963/1964,Misiones,54,San Ignacio,54098.0,130,70,59,843,12.83,30.1,38.03,23.71
soja,1963,1963/1964,Misiones,54,San Javier,54105.0,180,144,129,896,30.49,20.9,37.89,20.13
soja,1963,1963/1964,Misiones,54,San Pedro,54112.0,15,7,6,857,12.14,30.3,38.89,20.63
soja,1963,1963/1964,Misiones,54,25 de Mayo,54119.0,30,15,12,800,19.57,29.9,35.44,22.03
soja,1963,1963/1964,Santa Fe,82,Belgrano,82007.0,100,30,15,500,35.35,19.9,39.96,23.8
soja,1963,1963/1964,Santa Fe,82,Caseros,82014.0,350,200,160,800,10.7,29.6,38.03,23.34
soja,1963,1963/1964,Santa Fe,82,Castellanos,82021.0,5,0,0,0,34.43,30.0,36.02,22.0
soja,1963,1963/1964,Santa Fe,82,ConstituciÃ³n,82028.0,1000,950,1040,1095,18.46,22.9,41.92,23.14
soja,1963,1963/1964,Santa Fe,82,General LÃ³pez,82042.0,320,200,160,800,13.54,19.2,40.73,18.51
soja,1963,1963/1964,Santa Fe,82,General Obligado,82049.0,35,25,14,560,30.9,25.4,36.72,20.26
soja,1963,1963/1964,Santa Fe,82,Iriondo,82056.0,200,80,38,475,28.87,33.4,42.17,18.08
soja,1963,1963/1964,Santa Fe,82,Rosario,82084.0,2000,1950,1950,1000,36.32,27.8,43.04,19.06
soja,1963,1963/1964,Santa Fe,82,San Javier,82098.0,10,5,4,800,32.05,18.5,38.44,21.78
soja,1963,1963/1964,Santa Fe,82,San JerÃ³nimo,82105.0,100,60,51,850,34.1,28.7,34.58,23.31
soja,1963,1963/1964,Santa Fe,82,San Lorenzo,82119.0,300,300,300,1000,18.46,23.5,42.99,21.8
soja,1963,1963/1964,Santa Fe,82,San MartÃ­n,82126.0,20,10,8,800,15.32,26.8,34.27,21.98
soja,1963,1963/1964,TucumÃ¡n,90,BurruyacÃº,90007.0,1125,935,1220,1305,32.52,29.7,32.58,18.62
soja,1963,1963/1964,TucumÃ¡n,90,RÃ­o Chico,90077.0,15,0,0,0,34.21,25.3,35.93,21.99
soja,1964,1964/1965,Buenos Aires,6,Bartolome Mitre,6077.0,200,190,180,947,39.72,31.3,40.72,20.73
soja,1964,1964/1965,Buenos Aires,6,CapitÃ¡n Sarmiento,6140.0,100,94,86,915,22.38,29.4,43.08,21.91
soja,1964,1964/1965,Buenos Aires,6,ColÃ³n,6175.0,300,290,290,1000,21.16,27.3,39.65,19.96
soja,1964,1964/1965,Buenos Aires,6,Pergamino,6623.0,1000,950,950,1000,33.29,18.0,43.42,21.49
soja,1964,1964/1965,Buenos Aires,6,Rojas,6686.0,300,293,293,1000,20.22,31.7,33.11,20.54
soja,1964,1964/1965,Buenos Aires,6,Salto,6714.0,400,390,371,951,37.92,33.7,32.73,21.35
soja,1964,1964/1965,Corrientes,18,Capital,18021.0,7,0,0,0,35.75,17.7,39.25,18.88
soja,1964,1964/1965,Corrientes,18,Paso de los Libres,18119.0,7,0,0,0,22.87,24.8,43.59,20.37
soja,1964,1964/1965,Corrientes,18,San Cosme,18133.0,1,0,0,0,32.53,20.2,38.03,20.25
soja,1964,1964/1965,Corrientes,18,San MartÃ­n,18147.0,30,0,0,0,32.64,30.1,32.62,22.42
soja,1964,1964/1965,Entre RÃ­os,30,Concordia,30015.0,2,0,0,0,13.09,29.4,34.65,22.24
soja,1964,1964/1965,Entre RÃ­os,30,La Paz,30070.0,400,370,240,649,37.08,17.8,34.94,23.45
soja,1964,1964/1965,Mendoza,50,San Carlos,50091.0,25,25,35,1400,25.16,32.5,36.05,21.79
soja,1964,1964/1965,Misiones,54,ApÃ³stoles,54007.0,22,21,19,905,34.79,18.6,32.52,19.89
soja,1964,1964/1965,Misiones,54,CainguÃ¡s,54014.0,2000,1980,2367,1195,19.6,30.9,42.86,22.7
soja,1964,1964/1965,Misiones,54,Candelaria,54021.0,140,130,122,938,36.87,24.1,38.19,20.98
soja,1964,1964/1965,Misiones,54,ConcepciÃ³n,54035.0,15,14,12,857,21.68,21.6,40.05,19.16
soja,1964,1964/1965,Misiones,54,El Dorado,54042.0,100,99,98,990,10.33,18.2,32.81,22.48
soja,1964,1964/1965,Misiones,54,General Belgrano,54049.0,5,5,6,1200,37.16,18.4,32.65,18.8
soja,1964,1964/1965,Misiones,54,GuaranÃ­,54056.0,2000,1980,2198,1110,12.74,28.2,39.04,19.07
soja,1964,1964/1965,Misiones,54,IguazÃº,54063.0,50,50,50,1000,19.58,26.0,42.65,22.55
soja,1964,1964/1965,Misiones,54,Leandro N. Alem,54070.0,200,184,183,995,38.5,17.4,38.34,22.62
soja,1964,1964/1965,Misiones,54,Libertador General San MartÃ­n,54077.0,400,396,473,1194,38.52,17.3,42.53,22.74
soja,1964,1964/1965,Misiones,54,Montecarlo,54084.0,800,792,946,1194,27.2,16.4,41.73,19.76
soja,1964,1964/1965,Misiones,54,OberÃ¡,54091.0,1500,1485,1804,1215,28.96,29.9,32.91,23.2
soja,1964,1964/1965,Misiones,54,San Ignacio,54098.0,200,198,245,1237,23.45,29.2,34.42,22.34
soja,1964,1964/1965,Misiones,54,San Javier,54105.0,180,165,164,994,18.8,16.2,39.89,23.0
soja,1964,1964/1965,Misiones,54,San Pedro,54112.0,20,20,20,1000,19.86,26.2,37.32,22.25
soja,1964,1964/1965,Misiones,54,25 de Mayo,54119.0,500,495,593,1198,30.18,16.7,35.49,21.48
soja,1964,1964/1965,Salta,66,MetÃ¡n,66112.0,51,30,23,767,32.57,33.1,37.02,18.66
soja,1964,1964/1965,Salta,66,Rosario de la Frontera,66140.0,58,58,52,897,33.75,33.1,37.34,22.27
soja,1964,1964/1965,Santa Fe,82,Belgrano,82007.0,50,50,25,500,33.69,29.0,42.93,22.14
soja,1964,1964/1965,Santa Fe,82,Caseros,82014.0,450,250,203,812,12.74,33.5,33.24,19.87
soja,1964,1964/1965,Santa Fe,82,ConstituciÃ³n,82028.0,1100,1000,861,861,24.83,31.2,35.36,22.41
soja,1964,1964/1965,Santa Fe,82,General LÃ³pez,82042.0,100,50,40,800,11.73,31.6,38.45,21.3
soja,1964,1964/1965,Santa Fe,82,General Obligado,82049.0,25,0,0,0,26.49,26.4,40.38,21.36
soja,1964,1964/1965,Santa Fe,82,Iriondo,82056.0,100,70,31,443,23.25,21.1,39.57,20.21
soja,1964,1964/1965,Santa Fe,82,Rosario,82084.0,2100,2000,1621,811,36.63,19.4,43.3,18.7
soja,1964,1964/1965,Santa Fe,82,San Javier,82098.0,10,0,0,0,20.53,21.5,41.55,19.3
soja,1964,1964/1965,Santa Fe,82,San Lorenzo,82119.0,300,250,189,756,13.51,27.6,38.68,22.61
soja,1964,1964/1965,TucumÃ¡n,90,BurruyacÃº,90007.0,1800,1630,1792,1099,14.29,18.5,34.58,19.63
soja,1964,1964/1965,TucumÃ¡n,90,Cruz Alta,90014.0,262,180,162,900,32.85,20.2,37.41,18.01
soja,1964,1964/1965,TucumÃ¡n,90,Graneros,90035.0,105,100,100,1000,28.55,24.4,40.32,23.98
soja,1964,1964/1965,TucumÃ¡n,90,Leales,90056.0,15,15,12,800,13.03,19.7,42.06,19.26
soja,1964,1964/1965,TucumÃ¡n,90,RÃ­o Chico,90077.0,20,18,18,1000,12.52,26.8,43.52,21.93
soja,1964,1964/1965,TucumÃ¡n,90,Trancas,90112.0,110,105,126,1200,31.03,33.5,39.27,23.56
soja,1965,1965/1966,Buenos Aires,6,Bartolome Mitre,6077.0,150,145,174,1200,12.18,30.0,38.32,21.6
soja,1965,1965/1966,Buenos Aires,6,CapitÃ¡n Sarmiento,6140.0,100,95,109,1147,34.66,28.3,32.21,22.79
soja,1965,1965/1966,Buenos Aires,6,ColÃ³n,6175.0,200,190,228,1200,31.19,26.7,32.87,23.86
soja,1965,1965/1966,Buenos Aires,6,Pergamino,6623.0,700,670,837,1249,12.44,24.8,33.87,23.16
soja,1965,1965/1966,Buenos Aires,6,Rojas,6686.0,150,145,175,1207,12.55,18.7,32.66,21.35
soja,1965,1965/1966,Buenos Aires,6,Salto,6714.0,200,190,228,1200,39.6,32.9,36.81,20.18
soja,1965,1965/1966,Entre RÃ­os,30,Concordia,30015.0,30,30,33,1100,21.23,20.0,36.04,20.89
soja,1965,1965/1966,Entre RÃ­os,30,La Paz,30070.0,200,150,77,513,21.12,16.8,39.65,23.05
soja,1965,1965/1966,Mendoza,50,San Carlos,50091.0,30,30,40,1333,34.38,30.0,38.43,23.12
soja,1965,1965/1966,Misiones,54,ApÃ³stoles,54007.0,20,19,19,1000,38.42,18.5,39.15,23.08
soja,1965,1965/1966,Misiones,54,CainguÃ¡s,54014.0,2000,1975,2370,1200,39.58,22.4,37.66,21.58
soja,1965,1965/1966,Misiones,54,Candelaria,54021.0,145,140,133,950,32.6,15.6,35.33,20.86
soja,1965,1965/1966,Misiones,54,ConcepciÃ³n,54035.0,15,15,13,867,21.29,17.7,43.43,19.87
soja,1965,1965/1966,Misiones,54,El Dorado,54042.0,200,197,219,1112,12.51,18.5,33.04,18.02
soja,1965,1965/1966,Misiones,54,General Belgrano,54049.0,5,5,6,1200,33.31,16.1,43.27,22.59
soja,1965,1965/1966,Misiones,54,GuaranÃ­,54056.0,2100,2076,2479,1194,26.75,28.1,35.73,19.66
soja,1965,1965/1966,Misiones,54,IguazÃº,54063.0,100,99,114,1152,22.73,31.7,38.15,19.98
soja,1965,1965/1966,Misiones,54,Leandro N. Alem,54070.0,250,247,272,1101,37.19,22.5,33.31,23.06
soja,1965,1965/1966,Misiones,54,Libertador General San MartÃ­n,54077.0,420,416,494,1188,13.34,32.5,32.85,18.31
soja,1965,1965/1966,Misiones,54,Montecarlo,54084.0,840,831,980,1179,24.78,19.3,37.15,23.57
soja,1965,1965/1966,Misiones,54,OberÃ¡,54091.0,1500,1480,1776,1200,10.34,21.5,40.9,18.01
soja,1965,1965/1966,Misiones,54,San Ignacio,54098.0,200,198,235,1187,24.06,18.0,35.23,23.64
soja,1965,1965/1966,Misiones,54,San Javier,54105.0,200,198,217,1096,11.69,27.4,38.75,20.73
soja,1965,1965/1966,Misiones,54,San Pedro,54112.0,20,20,23,1150,13.56,23.4,35.34,18.61
soja,1965,1965/1966,Misiones,54,25 de Mayo,54119.0,530,524,550,1050,13.53,27.3,36.66,22.04
soja,1965,1965/1966,Salta,66,Rosario de la Frontera,66140.0,40,40,30,750,29.48,30.2,42.88,23.38
soja,1965,1965/1966,Santa Fe,82,Caseros,82014.0,200,50,44,880,32.38,25.9,42.27,20.63
soja,1965,1965/1966,Santa Fe,82,ConstituciÃ³n,82028.0,1200,1150,1150,1000,27.5,27.6,38.19,22.15
soja,1965,1965/1966,Santa Fe,82,General LÃ³pez,82042.0,100,20,16,800,38.87,33.7,34.86,23.88
soja,1965,1965/1966,Santa Fe,82,Rosario,82084.0,2200,2100,2310,1100,21.25,21.0,34.32,19.44
soja,1965,1965/1966,Santa Fe,82,San Lorenzo,82119.0,300,250,250,1000,18.57,22.2,43.45,22.92
soja,1965,1965/1966,TucumÃ¡n,90,BurruyacÃº,90007.0,1800,1600,1949,1218,36.06,29.4,34.43,19.77
soja,1965,1965/1966,TucumÃ¡n,90,Cruz Alta,90014.0,260,237,284,1198,16.71,27.2,41.7,20.56
soja,1965,1965/1966,TucumÃ¡n,90,Graneros,90035.0,105,100,110,1100,38.9,18.6,36.43,19.69
soja,1965,1965/1966,TucumÃ¡n,90,Leales,90056.0,15,14,14,1000,10.36,22.5,43.83,20.68
soja,1965,1965/1966,TucumÃ¡n,90,RÃ­o Chico,90077.0,20,18,18,1000,39.1,24.4,36.42,18.03
soja,1965,1965/1966,TucumÃ¡n,90,Trancas,90112.0,30,25,25,1000,11.29,23.4,36.22,19.82
soja,1966,1966/1967,Buenos Aires,6,Bartolome Mitre,6077.0,200,195,253,1297,36.73,18.6,39.65,20.67
soja,1966,1966/1967,Buenos Aires,6,CapitÃ¡n Sarmiento,6140.0,100,100,120,1200,25.83,33.5,43.54,21.79
soja,1966,1966/1967,Buenos Aires,6,ColÃ³n,6175.0,250,245,294,1200,39.79,30.2,43.71,21.82
soja,1966,1966/1967,Buenos Aires,6,Pergamino,6623.0,800,790,1027,1300,12.21,24.6,40.49,21.5
soja,1966,1966/1967,Buenos Aires,6,Rojas,6686.0,200,195,234,1200,26.62,28.6,41.06,19.76
soja,1966,1966/1967,Buenos Aires,6,Salto,6714.0,300,295,372,1261,39.08,32.9,38.76,23.68
